target_id,quarter,sample_stratum,branch,case_index,success,error,injected_period_days,injected_epoch_days,requested_duration_hours,requested_depth,phase_fraction,in_transit_cadence_count,radius_ratio,scaled_semimajor_axis,inclination_degrees,impact_parameter,limb_darkening_u1,limb_darkening_u2,exposure_time_minutes,supersample_factor,realized_max_depth_on_observed_cadences,template_amplitude_ratio,peak_depth_ratio,template_energy_ratio,template_correlation,template_rmse_ppm,oracle_signal_snr,background_scale_ppm,background_acf1
12645975,5,gap_heavy,raw,0,True,,2.0,443.81103698692897,2.0,0.0002,0.15,225,0.013289696120800746,7.42114169482978,87.68318412442005,0.3,0.3,0.2,29.425185648724437,7,0.00019997743581789962,1.0,1.0,1.0,1.0,0.0,3.5341996111270033,676.2508402428601,-0.010684410029548536
12645975,5,gap_heavy,arima,0,True,,2.0,443.81103698692897,2.0,0.0002,0.15,225,0.013289696120800746,7.42114169482978,87.68318412442005,0.3,0.3,0.2,29.425185648724437,7,0.00019997743581789962,0.33554183043058045,0.9686998056035755,0.7616793230516424,0.5178712097358888,34.03025213152301,2.17040090626761,838.7472254660289,-0.18593489714391404
12645975,5,gap_heavy,kalman,0,True,,2.0,443.81103698692897,2.0,0.0002,0.15,225,0.013289696120800746,7.42114169482978,87.68318412442005,0.3,0.3,0.2,29.425185648724437,7,0.00019997743581789962,0.9575092042218544,0.9744591796558163,0.9821130314569657,0.9979532481745067,7.942208833730332,3.4520336887346286,679.963093016904,-0.02497102696467326
12645975,5,gap_heavy,gp,0,True,,2.0,443.81103698692897,2.0,0.0002,0.15,225,0.013289696120800746,7.42114169482978,87.68318412442005,0.3,0.3,0.2,29.425185648724437,7,0.00019997743581789962,0.9065823599261592,1.001710365819181,0.9818118517621776,0.9725790425993239,13.858098391074643,3.209941856029265,731.0212422287544,0.10563489443173789
12645975,5,gap_heavy,raw,1,True,,2.0,444.41103698692893,4.0,0.0005,0.45,424,0.020978641567225606,3.7825364165067197,85.45098744668475,0.3,0.3,0.2,29.425185648724437,7,0.0004999900603063212,1.0,1.0,1.0,0.9999999999999998,0.0,12.810830130736464,676.2508402428601,-0.010684410029548536
12645975,5,gap_heavy,arima,1,True,,2.0,444.41103698692893,4.0,0.0005,0.45,424,0.020978641567225606,3.7825364165067197,85.45098744668475,0.3,0.3,0.2,29.425185648724437,7,0.0004999900603063212,0.136442846414951,0.9104351285048399,0.48878165391745854,0.3704767948533168,127.15860496166407,5.048575906149833,838.7472254660289,-0.18593489714391404
12645975,5,gap_heavy,kalman,1,True,,2.0,444.41103698692893,4.0,0.0005,0.45,424,0.020978641567225606,3.7825364165067197,85.45098744668475,0.3,0.3,0.2,29.425185648724437,7,0.0004999900603063212,0.9141242120223443,0.9477604390922837,0.959227525387076,0.9960754141945275,39.20923886131206,12.221411917477367,679.963093016904,-0.02497102696467326
12645975,5,gap_heavy,gp,1,True,,2.0,444.41103698692893,4.0,0.0005,0.45,424,0.020978641567225606,3.7825364165067197,85.45098744668475,0.3,0.3,0.2,29.425185648724437,7,0.0004999900603063212,0.8326519099609243,1.0017710367566923,0.9001297907261047,0.9844820491487075,49.24733608420666,10.667440487536995,731.0212422287544,0.10563489443173789
12645975,5,gap_heavy,raw,2,True,,5.0,447.26103698692896,2.0,0.0005,0.75,98,0.021013652452029342,18.650111279301175,89.0783178209627,0.3,0.3,0.2,29.425185648724437,7,0.0004999857716809775,1.0,1.0,1.0,0.9999999999999999,0.0,5.732083584202355,676.2508402428601,-0.010684410029548536
12645975,5,gap_heavy,arima,2,True,,5.0,447.26103698692896,2.0,0.0005,0.75,98,0.021013652452029342,18.650111279301175,89.0783178209627,0.3,0.3,0.2,29.425185648724437,7,0.0004999857716809775,0.3248402819927753,0.8244953178343348,0.7515165023084235,0.549078178716584,55.37592260109282,3.4731837251012196,838.7472254660289,-0.18593489714391404
12645975,5,gap_heavy,kalman,2,True,,5.0,447.26103698692896,2.0,0.0005,0.75,98,0.021013652452029342,18.650111279301175,89.0783178209627,0.3,0.3,0.2,29.425185648724437,7,0.0004999857716809775,0.9789787691934518,0.9831998231726655,0.9918739706766954,0.9992014732420137,9.307294030039806,5.654464540999334,679.963093016904,-0.02497102696467326
12645975,5,gap_heavy,gp,2,True,,5.0,447.26103698692896,2.0,0.0005,0.75,98,0.021013652452029342,18.650111279301175,89.0783178209627,0.3,0.3,0.2,29.425185648724437,7,0.0004999857716809775,0.9114954611536885,0.999593013923878,0.9869338381321399,0.9775099000468811,22.49551025847429,5.233333057575953,731.0212422287544,0.10563489443173789
12645975,5,gap_heavy,raw,3,True,,5.0,445.76103698692896,8.0,0.0002,0.45,305,0.013262342897632272,4.664676239183171,86.31258326066944,0.3,0.3,0.2,29.425185648724437,7,0.00019999998734576696,1.0,1.0,1.0,0.9999999999999999,0.0,4.549530281007774,676.2508402428601,-0.010684410029548536
12645975,5,gap_heavy,arima,3,True,,5.0,445.76103698692896,8.0,0.0002,0.45,305,0.013262342897632272,4.664676239183171,86.31258326066944,0.3,0.3,0.2,29.425185648724437,7,0.00019999998734576696,0.05766643581258897,0.67312727125374,0.31547209972920737,0.20972546476873555,45.580700984654804,1.1571888424022525,838.7472254660289,-0.18593489714391404
12645975,5,gap_heavy,kalman,3,True,,5.0,445.76103698692896,8.0,0.0002,0.45,305,0.013262342897632272,4.664676239183171,86.31258326066944,0.3,0.3,0.2,29.425185648724437,7,0.00019999998734576696,0.9116520835205892,0.9381751729864267,0.9575041461138604,0.9818032153717394,14.048250264172411,4.332411501932638,679.963093016904,-0.02497102696467326
12645975,5,gap_heavy,gp,3,True,,5.0,445.76103698692896,8.0,0.0002,0.45,305,0.013262342897632272,4.664676239183171,86.31258326066944,0.3,0.3,0.2,29.425185648724437,7,0.00019999998734576696,0.7094823291341522,0.8261850390296279,0.8250533364676834,0.976829781157023,23.503640196622204,3.472373279570757,731.0212422287544,0.10563489443173789
12645975,5,gap_heavy,raw,4,True,,10.0,445.01103698692896,4.0,0.0002,0.15,85,0.013267644340028159,18.495235247716447,89.07059913311191,0.3,0.3,0.2,29.425185648724437,7,0.0001999963346620559,1.0,1.0,1.0,1.0,0.0,2.3337875600939215,676.2508402428601,-0.010684410029548536
12645975,5,gap_heavy,arima,4,True,,10.0,445.01103698692896,4.0,0.0002,0.15,85,0.013267644340028159,18.495235247716447,89.07059913311191,0.3,0.3,0.2,29.425185648724437,7,0.0001999963346620559,0.147364998426934,0.8579586409281262,0.5043136599316175,0.23414539617923324,23.087769069191623,0.9489400435018558,838.7472254660289,-0.18593489714391404
12645975,5,gap_heavy,kalman,4,True,,10.0,445.01103698692896,4.0,0.0002,0.15,85,0.013267644340028159,18.495235247716447,89.07059913311191,0.3,0.3,0.2,29.425185648724437,7,0.0001999963346620559,0.9612917849713861,0.9692332173253867,0.9839454916832523,0.9951322839606438,5.03042139999379,2.28378300999365,679.963093016904,-0.02497102696467326
12645975,5,gap_heavy,gp,4,True,,10.0,445.01103698692896,4.0,0.0002,0.15,85,0.013267644340028159,18.495235247716447,89.07059913311191,0.3,0.3,0.2,29.425185648724437,7,0.0001999963346620559,0.8456381905759117,0.9824441145686703,0.9174257147951352,0.9724204621786984,9.139081198459728,1.9806605439365603,731.0212422287544,0.10563489443173789
12645975,5,gap_heavy,raw,5,True,,10.0,451.01103698692896,8.0,0.0005,0.75,153,0.020969831899798272,9.341024801491823,88.15954988728014,0.3,0.3,0.2,29.425185648724437,7,0.0004999985270420781,1.0,1.0,1.0,1.0,0.0,8.045800426339312,676.2508402428601,-0.010684410029548536
12645975,5,gap_heavy,arima,5,True,,10.0,451.01103698692896,8.0,0.0005,0.75,153,0.020969831899798272,9.341024801491823,88.15954988728014,0.3,0.3,0.2,29.425185648724437,7,0.0004999985270420781,0.055560959511282676,0.670934276752638,0.31286063749008836,0.2105859486815546,80.71421156190644,2.0295366712275236,838.7472254660289,-0.18593489714391404
12645975,5,gap_heavy,kalman,5,True,,10.0,451.01103698692896,8.0,0.0005,0.75,153,0.020969831899798272,9.341024801491823,88.15954988728014,0.3,0.3,0.2,29.425185648724437,7,0.0004999985270420781,0.9244741767718309,0.9491456008871973,0.9640320747107682,0.9823220031194969,23.038250544343477,7.714063624465933,679.963093016904,-0.02497102696467326
12645975,5,gap_heavy,gp,5,True,,10.0,451.01103698692896,8.0,0.0005,0.75,153,0.020969831899798272,9.341024801491823,88.15954988728014,0.3,0.3,0.2,29.425185648724437,7,0.0004999985270420781,0.6874805047320257,0.8281175600181713,0.8189938217764967,0.9792414619904847,44.18628593340969,6.095757787413337,731.0212422287544,0.10563489443173789
